# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SP-AADAC_2	SPU_025023	SPU_025023-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-AADAC_3	SPU_028757	SPU_028757-tr	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-AADAC_4	SPU_028759	SPU_028759-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-AADAC_5	SPU_028760	SPU_028760-tr	protein_coding	3	4	9	0	0	0	0	0	9	0	0	0	0	0	2	1	0	4	0
SP-AADC_1	SPU_016610	SPU_016610-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-AARS	SPU_004893	SPU_004893-tr	protein_coding	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
SP-AARS_2	SPU_014697	SPU_014697-tr	protein_coding	0	1	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4
SP-AARS_3	SPU_011718	SPU_011718-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-AAT-AMINOACIDTRANSPORTER	SPU_019996	SPU_019996-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-AATF	SPU_008040	SPU_008040-tr	protein_coding	2	1	2	2	0	0	0	0	2	0	0	0	0	0	1	1	0	1	2
SP-ABAT	SPU_005256	SPU_005256-tr	protein_coding	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0
SP-ABAT_1	SPU_024406	SPU_024406-tr	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SP-ABCA1_1	SPU_017553	SPU_017553-tr	protein_coding	0	3	1	4	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0
SP-ABCA2_1	SPU_023290	SPU_023290-tr	protein_coding	0	8	1	3	0	0	0	5	1	0	0	0	3	0	0	0	0	6	0
SP-ABCA2_2	SPU_020827	SPU_020827-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-ABCA3A	SPU_023617	SPU_023617-tr	protein_coding	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
SP-ABCA3_1	SPU_023638	SPU_023638-tr	protein_coding	0	9	2	0	0	0	0	1	2	0	0	0	1	0	0	0	0	8	0
SP-ABCA5_1	SPU_020426	SPU_020426-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-ABCA5_2	SPU_016153	SPU_016153-tr	protein_coding	0	7	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0
SP-ABCA7L	SPU_002437	SPU_002437-tr	protein_coding	0	10	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0
SP-ABCB10B	SPU_007357	SPU_007357-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ABCB1B	SPU_002431	SPU_002431-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-ABCB1_3	SPU_027647	SPU_027647-tr	protein_coding	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
SP-ABCB6	SPU_018342	SPU_018342-tr	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
SP-ABCB8	SPU_024666	SPU_024666-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ABCB9A	SPU_026825	SPU_026825-tr	protein_coding	0	0	0	9	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0
SP-ABCB9B	SPU_002238	SPU_002238-tr	protein_coding	0	1	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0
SP-ABCB9C	SPU_026178	SPU_026178-tr	protein_coding	0	5	5	10	0	0	0	0	5	0	0	0	0	0	0	0	0	5	10
SP-ABCC10	SPU_006457	SPU_006457-tr	protein_coding	0	3	2	8	0	0	0	8	2	0	0	0	0	0	0	0	0	3	0
SP-ABCC10A	SPU_004692	SPU_004692-tr	protein_coding	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SP-ABCC10B	SPU_012205	SPU_012205-tr	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SP-ABCC1B	SPU_026395	SPU_026395-tr	protein_coding	1	0	6	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0
SP-ABCC3A	SPU_021103	SPU_021103-tr	protein_coding	0	4	0	15	0	0	0	8	0	0	0	0	0	0	0	0	0	4	7
SP-ABCC4A	SPU_020669	SPU_020669-tr	protein_coding	0	1	9	3	0	0	0	4	9	0	0	0	1	0	0	0	0	0	0
SP-ABCC4C	SPU_002411	SPU_002411-tr	protein_coding	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4
SP-ABCC4D	SPU_011617	SPU_011617-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-ABCC4E	SPU_014214	SPU_014214-tr	protein_coding	0	5	0	8	0	0	0	9	0	0	0	0	1	0	0	0	0	4	0
SP-ABCC4F	SPU_002346	SPU_002346-tr	protein_coding	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-ABCC5B	SPU_006876	SPU_006876-tr	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
SP-ABCC5C	SPU_001879	SPU_001879-tr	protein_coding	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SP-ABCC5D	SPU_005300	SPU_005300-tr	protein_coding	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0
SP-ABCC5E	SPU_007165	SPU_007165-tr	protein_coding	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0
SP-ABCC5F	SPU_027756	SPU_027756-tr	protein_coding	0	7	4	0	0	0	0	1	4	0	0	0	1	0	0	0	0	6	0
SP-ABCC5H	SPU_006438	SPU_006438-tr	protein_coding	0	5	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-ABCC5J	SPU_006877	SPU_006877-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-ABCC5K	SPU_006437	SPU_006437-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ABCC5L_1	SPU_012574	SPU_012574-tr	protein_coding	0	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0
SP-ABCC9	SPU_016002	SPU_016002-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-ABCC9B	SPU_028797	SPU_028797-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-ABCC9D	SPU_007764	SPU_007764-tr	protein_coding	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
SP-ABCC9E	SPU_012003	SPU_012003-tr	protein_coding	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
SP-ABCC9L	SPU_023457	SPU_023457-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-ABCC9_1	SPU_028798	SPU_028798-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-ABCE1	SPU_017469	SPU_017469-tr	protein_coding	0	4	0	3	0	0	0	4	0	0	0	0	1	0	0	0	0	3	0
SP-ABCF1	SPU_009335	SPU_009335-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-ABCF2	SPU_002680	SPU_002680-tr	protein_coding	0	4	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0
SP-ABCG11	SPU_020849	SPU_020849-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ABCG2	SPU_014007	SPU_014007-tr	protein_coding	0	0	2	4	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
SP-ABCG2B	SPU_014013	SPU_014013-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-ABCG4	SPU_013105	SPU_013105-tr	protein_coding	0	1	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ABCG9	SPU_012874	SPU_012874-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-ABHD10	SPU_017174	SPU_017174-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ABHD2	SPU_017738	SPU_017738-tr	protein_coding	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
SP-ABHD4	SPU_024138	SPU_024138-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-ABHD7_2	SPU_022901	SPU_022901-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-ABHD7_3	SPU_022900	SPU_022900-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-ABHD8	SPU_024554	SPU_024554-tr	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ABI1L	SPU_014235	SPU_014235-tr	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
SP-ABI1L_1	SPU_027968	SPU_027968-tr	protein_coding	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
SP-ABLIM1	SPU_008026	SPU_008026-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-ABP620H	SPU_003260	SPU_003260-tr	protein_coding	0	14	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	14	0
SP-ABTB2	SPU_002027	SPU_002027-tr	protein_coding	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6
SP-ACAA1B_1	SPU_028141	SPU_028141-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-ACAA2	SPU_008464	SPU_008464-tr	protein_coding	1	2	1	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0
SP-ACAC	SPU_020584	SPU_020584-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACACA	SPU_000607	SPU_000607-tr	protein_coding	0	18	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0
SP-ACACA_1	SPU_013473	SPU_013473-tr	protein_coding	0	0	0	11	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1
SP-ACAD	SPU_027945	SPU_027945-tr	protein_coding	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
SP-ACAD10	SPU_013742	SPU_013742-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACAD10_1	SPU_027444	SPU_027444-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-ACAD9	SPU_023691	SPU_023691-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-ACADL_1	SPU_021035	SPU_021035-tr	protein_coding	0	14	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	14	0
SP-ACADS	SPU_007228	SPU_007228-tr	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
SP-ACADS_2	SPU_007650	SPU_007650-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-ACADVL	SPU_009360	SPU_009360-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-ACAP2	SPU_019551	SPU_019551-tr	protein_coding	1	1	2	1	0	0	0	2	2	0	0	0	2	0	0	1	0	0	0
SP-ACAP2_1	SPU_018120	SPU_018120-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACAT3	SPU_004856	SPU_004856-tr	protein_coding	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACBD3	SPU_004350	SPU_004350-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-ACBD3L	SPU_007586	SPU_007586-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACBD6	SPU_017561	SPU_017561-tr	protein_coding	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0
SP-ACCN1L	SPU_009765	SPU_009765-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-ACCN1_1	SPU_015310	SPU_015310-tr	protein_coding	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACCN2_3	SPU_019949	SPU_019949-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACCN3L	SPU_018814	SPU_018814-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACDH	SPU_025782	SPU_025782-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-ACEL	SPU_026910	SPU_026910-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-ACEL1	SPU_015371	SPU_015371-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACEL_3	SPU_021354	SPU_021354-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-ACEL_6	SPU_026751	SPU_026751-tr	protein_coding	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
SP-ACEL_8	SPU_021352	SPU_021352-tr	protein_coding	0	0	3	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
SP-ACE_2	SPU_021353	SPU_021353-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-ACE_3	SPU_003804	SPU_003804-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACHE	SPU_002971	SPU_002971-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-ACHE	SPU_006123	SPU_006123-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-ACHE-10	SPU_004185	SPU_004185-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACHE-14	SPU_004761	SPU_004761-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-ACHEL_3	SPU_002965	SPU_002965-tr	protein_coding	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
SP-ACHEL_4	SPU_005785	SPU_005785-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACHE_18	SPU_008473	SPU_008473-tr	protein_coding	0	5	3	2	0	0	0	2	3	0	0	0	0	0	0	0	0	5	0
SP-ACHE_19	SPU_011236	SPU_011236-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-ACHE_2	SPU_002589	SPU_002589-tr	protein_coding	0	4	1	4	0	4	0	0	1	0	0	0	0	0	0	0	0	4	0
SP-ACHE_22	SPU_012426	SPU_012426-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-ACHE_24	SPU_014912	SPU_014912-tr	protein_coding	0	3	1	3	0	0	0	5	1	0	0	0	2	0	0	0	0	1	0
SP-ACHE_3	SPU_004183	SPU_004183-tr	protein_coding	0	0	3	3	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0
SP-ACHE_7	SPU_022763	SPU_022763-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-ACIN1L	SPU_002939	SPU_002939-tr	protein_coding	0	3	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3	4
SP-ACI_1	SPU_015379	SPU_015379-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACI_2	SPU_000547	SPU_000547-tr	protein_coding	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
SP-ACK1_1	SPU_028412	SPU_028412-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACK2	SPU_024332	SPU_024332-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACK3	SPU_014812	SPU_014812-tr	protein_coding	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SP-ACL	SPU_004450	SPU_004450-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACLY	SPU_006509	SPU_006509-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-ACNN1	SPU_025196	SPU_025196-tr	protein_coding	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SP-ACO1	SPU_014343	SPU_014343-tr	protein_coding	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0
SP-ACO2	SPU_005839	SPU_005839-tr	protein_coding	0	1	3	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0
SP-ACOT2	SPU_009629	SPU_009629-tr	protein_coding	0	1	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACOT8	SPU_000036	SPU_000036-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-ACOT8_1	SPU_027238	SPU_027238-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-ACOT9	SPU_003559	SPU_003559-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACOX1	SPU_008135	SPU_008135-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-ACOX1_1	SPU_012644	SPU_012644-tr	protein_coding	0	14	1	24	0	18	0	6	1	0	0	0	3	0	0	0	0	11	3
SP-ACOX1_2	SPU_018545	SPU_018545-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-ACOX3_1	SPU_019712	SPU_019712-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-ACP1	SPU_006443	SPU_006443-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-ACP5A	SPU_002938	SPU_002938-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-ACSBG1	SPU_004750	SPU_004750-tr	protein_coding	0	15	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	15	0
SP-ACSF2_1	SPU_008639	SPU_008639-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACSF2_3	SPU_020301	SPU_020301-tr	protein_coding	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
SP-ACSF3	SPU_004654	SPU_004654-tr	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SP-ACSL1	SPU_012875	SPU_012875-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACSL5_3	SPU_015069	SPU_015069-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACSL5_4	SPU_016747	SPU_016747-tr	protein_coding	0	4	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
SP-ACSL5_5	SPU_027870	SPU_027870-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACSS1	SPU_018270	SPU_018270-tr	protein_coding	0	1	3	10	0	0	0	10	3	0	0	0	0	0	0	0	0	1	0
SP-ACSS3	SPU_009031	SPU_009031-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ACTBP_LIMPH	SPU_006272	SPU_006272-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACTB_3	SPU_020596	SPU_020596-tr	protein_coding	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
SP-ACTG1	SPU_007614	SPU_007614-tr	protein_coding	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
SP-ACTINFILIN	SPU_020918	SPU_020918-tr	protein_coding	0	8	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0
SP-ACTINL7	SPU_019259	SPU_019259-tr	protein_coding	0	0	0	8	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-ACTL	SPU_014181	SPU_014181-tr	protein_coding	0	3	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0
SP-ACTL16B	SPU_000432	SPU_000432-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ACTN	SPU_026137	SPU_026137-tr	protein_coding	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
SP-ACTR10H	SPU_010800	SPU_010800-tr	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
SP-ACTR5H	SPU_021810	SPU_021810-tr	protein_coding	0	9	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0
SP-ACT_5	SPU_026078	SPU_026078-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ACVR2	SPU_024092	SPU_024092-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-ACVR2_1	SPU_000814	SPU_000814-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-ACYL/COA/SYNTH	SPU_006971	SPU_006971-tr	protein_coding	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
SP-ACYP1	SPU_010302	SPU_010302-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ADA	SPU_007696	SPU_007696-tr	protein_coding	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
SP-ADAM/TS	SPU_009503	SPU_009503-tr	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SP-ADAM/TS2/3L2	SPU_004710	SPU_004710-tr	protein_coding	0	8	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0
SP-ADAM/TS6/10L1	SPU_000680	SPU_000680-tr	protein_coding	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0
SP-ADAM/TSL3	SPU_026798	SPU_026798-tr	protein_coding	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
SP-ADAM/TSL5	SPU_021131	SPU_021131-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-ADAM/TSL6	SPU_003170	SPU_003170-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-ADAM/TSL9	SPU_006020	SPU_006020-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ADAM15L1	SPU_007911	SPU_007911-tr	protein_coding	0	0	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
SP-ADAM15L2	SPU_020545	SPU_020545-tr	protein_coding	1	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0
SP-ADAMTSL	SPU_005938	SPU_005938-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ADAR	SPU_008095	SPU_008095-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-ADCK1	SPU_014821	SPU_014821-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ADCY	SPU_025303	SPU_025303-tr	protein_coding	0	2	4	1	0	0	0	1	4	0	0	0	1	0	0	0	0	2	0
SP-ADCY10	SPU_025630	SPU_025630-tr	protein_coding	0	2	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0
SP-ADCY2_1	SPU_008320	SPU_008320-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-ADCY3	SPU_023604	SPU_023604-tr	protein_coding	0	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16
SP-ADCY5	SPU_017988	SPU_017988-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-ADCY9	SPU_005407	SPU_005407-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ADDPH	SPU_026521	SPU_026521-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-ADEAMC	SPU_002183	SPU_002183-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ADF1L	SPU_005364	SPU_005364-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-ADFP	SPU_001088	SPU_001088-tr	protein_coding	2	0	4	2	0	0	0	0	4	0	0	0	0	0	0	2	0	0	2
SP-ADH3	SPU_026386	SPU_026386-tr	protein_coding	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
SP-ADHFE1	SPU_000590	SPU_000590-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-ADI	SPU_015921	SPU_015921-tr	protein_coding	0	3	2	11	0	0	0	0	2	0	0	0	0	0	0	0	0	3	11
SP-ADIPOR2	SPU_004548	SPU_004548-tr	protein_coding	0	16	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	14	0
SP-ADK	SPU_019553	SPU_019553-tr	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SP-ADKA	SPU_007748	SPU_007748-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-ADORA2B_1	SPU_024079	SPU_024079-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-ADPGK_1	SPU_019505	SPU_019505-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
